id,title,incipit,institution_siglum
181077,,Domine si conversus fuerit,D-AAm
181105,,Domine pater et deus vitae,D-AAm
181106,,Domine pater et deus vitae,D-AAm
181206,,Domine deus exercituum magne,D-AAm
181207,,Domine deus qui conteris,D-AAm
181213,,Domine rex omnipotens in,D-AAm
181214,,Domine rex omnipotens in,D-AAm
181304,,Domine factum est ut,D-AAm
181357,,Domine descende ut sanes,D-AAm
181504,,Domine in*,D-AAm
181505,,Domine in virtute tua,D-AAm
181523,,Domine in caelo misericordia,D-AAm
181590,,Domine*,D-AAm
181591,,Domine deus in adjutorium,D-AAm
181604,,Domine refugium factus es,D-AAm
181633,,Domine*,D-AAm
181634,,Domine audivi auditum tuum et,D-AAm
181657,,Domine exaudi orationem meam,D-AAm
181804,,Domine*,D-AAm
181805,,Domine probasti me et,D-AAm
181808,,Domine*,D-AAm
181809,,Domine clamavi ad te exaudi,D-AAm
181848,,Domine qui creasti famulos,D-AAm
182482,,Domine Jesu Christe magister,D-AAm
182764,,Domine rex omnipotens propter,D-AAm
182819,,Domine si tu es jube ,D-AAm
182997,,Domine ostende nobis patrem,D-AAm
183000,,Domine ostende nobis patrem,D-AAm
183169,,Domine si tu es jube ,D-AAm
183286,,Domine si fuisses hic frater,D-AAm
183491,,Domine dominus noster*,D-AAm
183505,,Domine mi rex da mihi ,D-AAm
183551,,Domine mi rex da mihi ,D-AAm
183911,,Domine iste sanctus habitabit in ,D-AAm
184126,,Domine qui operati sunt,D-AAm
184137,,Domine spes sanctorum et,D-AAm
184162,,Domine deus noster cujus,D-AAm
184170,,Domine si adhuc populo tuo,D-AAm
184173,,Domine si adhuc populo tuo,D-AAm
184193,,Domine si adhuc populo tuo,D-AAm
184227,,Domine Jesu Christe seminator,D-AAm
184234,,Domine Jesu Christe pastor,D-AAm
184373,,Domine dilexi decorem domus,D-AAm
184448,,Domine dominus noster quam,D-AAm
184455,,Domine iste sanctus habitabit,D-AAm
184505,,Domine deus virtutum beati,D-AAm
184538,,Domine quinque talenta,D-AAm
184645,,Domine qui creasti famulos,D-AAm
184665,,Domine quando veneris,D-AAm
195072,,Domine deus virtutum*,D-B
195236,,Domine deus virtutum converte,D-B
195312,,Domine puer meus jacet,D-B
195317,,Domine exaudi*,D-B
195319,,Domine audivi*,D-B
195410,,Domine audivi*,D-B
195467,,Domine audivi auditum tuum et,D-B
195473,,Domine audivi auditum tuum*,D-B
195477,,Domine audivi auditum tuum et,D-B
195510,,Domine suscipe*,D-B
195553,,Domine libera animam meam a,D-B
195611,,Domine suscipe me ut cum ,D-B
195795,,Domine si tu vis potes,D-B
195797,,Domine puer meus jacet paralyticus,D-B
195798,,Domine non sum dignus ut,D-B
195803,,Domine salva nos perimus impera,D-B
195804,,Domine salva nos perimus impera ,D-B
195810,,Domine ne in ira tua ,D-B
195827,,Domine dilexi decorem domus,D-B
195829,,Domine deus Israel exaudi,D-B
195849,,Domine ne in ira tua ,D-B
195868,,Domine deus propitius esto,D-B
195871,,Domine deus virtutum,D-B
195880,,Domine exaudi orationem meam,D-B
195987,,Domine si tu es jube,D-B
196128,,Domine si tu es*,D-B
196145,,Domine si tu es*,D-B
196161,,Domine si tu es*,D-B
196285,,Domine audivi auditum tuum et,D-B
196361,,Domine puer meus*,D-B
196362,,Domine non sum dignus*,D-B
196441,,Domine non habeo hominem ut,D-B
196445,,Domine bonum est nos hic,D-B
196451,,Domine bonum est*,D-B
196471,,Domine labia mea aperies et,D-B
196552,,Domine ut video propheta es ,D-B
196615,,Domine si hic fuisses Lazarus ,D-B
196625,,Domine deus meus in te,D-B
196653,,Domine labia mea aperies et,D-B
196774,,Domine vim patior responde pro,D-B
196850,,Domine tu mihi lavas pedes ,D-B
196851,,Domine non tantum pedes sed,D-B
196860,,Domine miserere,D-B
196912,,Domine abstraxisti ab inferis animam,D-B
197133,,Domine non secundum peccata*,D-B
197274,,Domine ostende nobis patrem,D-B
197279,,Domine ostende nobis patrem et,D-B
197471,,Domine si in tempore hoc,D-B
197680,,Domine si tu es jube ,D-B
198106,,Domine quinque talenta*,D-B
198126,,Domine mi rex da mihi,D-B
198446,,Domine qui operati sunt justitiam,D-B
198453,,Domine spes sanctorum et turris,D-B
198488,,Domine si adhuc populo tuo,D-B
198489,,Domine si adhuc in eodem,D-B
198491,,Domine si adhuc populo tuo,D-B
198513,,Domine si adhuc populo tuo,D-B
198549,,Domine Jesu Christe seminator casti,D-B
198556,,Domine Jesu Christe pastor,D-B
198642,,Domine Jesu Christe magister bone,D-B
198893,,Domine quinque talenta,D-B
198900,,Domine dominus noster quam,D-B
198907,,Domine iste sanctus habitabit,D-B
198937,,Domine quinque talenta,D-B
199020,,Domine dilexi decorem domus*,D-B
199065,,Domine dilexi*,D-B
199160,,Domine si conversus fuerit,D-B
199188,,Domine pater et deus vitae,D-B
199191,,Domine pater et deus vitae,D-B
199287,,Domine deus exercituum magne,D-B
199288,,Domine deus qui conteris,D-B
199295,,Domine rex omnipotens in,D-B
199303,,Domine rex omnipotens in,D-B
199343,,Domine in virtute tua,D-B
199381,,Domine factum est ut,D-B
714723,,Domine qui me creasti et,D-B
714748,,Domine si tu es jube,D-B
714763,,Domine tu omnia nosti tu ,D-B
185191,,Domine deus virtutum,D-BAs
185321,,Domine deus virtutum converte,D-BAs
185354,,Domine virtus et laetitia,D-BAs
185394,,Domine libera animam meam a,D-BAs
185529,,Domine ne in ira tua ,D-BAs
185551,,Domine exaudi orationem meam,D-BAs
185797,,Domine audivi auditum tuum et,D-BAs
185851,,Domine refugium*,D-BAs
185883,,Domine bonum est nos hic ,D-BAs
185902,,Domine dimitte eam quia,D-BAs
185948,,Domine vim patior responde,D-BAs
185992,,Domine abstraxisti ab inferis,D-BAs
186111,,Domine ostende nobis patrem,D-BAs
186546,,Domine mi rex da mihi ,D-BAs
186676,,Domine si adhuc populo tuo,D-BAs
186681,,Domine deus noster*,D-BAs
186709,,Domine Jesu Christe seminator,D-BAs
186716,,Domine Jesu Christe pastor,D-BAs
186939,,Domine quinque talenta,D-BAs
186946,,Domine dominus noster quam,D-BAs
186956,,Domine iste sanctus habitabit,D-BAs
187034,,Domine dilexi decorem domus,D-BAs
187061,,Domine dilexi*,D-BAs
187062,,Domine dilexi decorem*,D-BAs
187112,,Domine pater et deus vitae,D-BAs
187113,,Domine pater et deus vitae,D-BAs
187177,,Domine rex omnipotens in,D-BAs
187186,,Domine rex omnipotens in,D-BAs
187198,,Domine deus exercituum magne,D-BAs
187199,,Domine deus qui conteris,D-BAs
187258,,Domine factum est ut,D-BAs
187309,,Domine descende ut sanes,D-BAs
187325,,Domine quando veneris,D-BAs
257735,,Domine si in tempore hoc,D-FUl
257767,,Domine si in tempore*,D-FUl
258059,,Domine qui custodis pactum et,D-FUl
258060,,Domine si conversus fuerit,D-FUl
258085,,Domine pater et deus vitae,D-FUl
258086,,Domine pater et deus vitae,D-FUl
258157,,Domine rex omnipotens in,D-FUl
258169,,Domine deus qui conteris,D-FUl
258175,,Domine rex omnipotens in,D-FUl
258259,,Domine factum est ut,D-FUl
258323,,Domine descende ut sanes,D-FUl
258342,,Domine dilexi*,D-FUl
258352,,Domine dilexi decorem*,D-FUl
258393,,Domine dilexi decorem domus,D-FUl
258489,,Domine ostende nobis patrem,D-FUl
258564,,Domine Jesu Christe*,D-FUl
258597,,Domine Jesu Christe redemptor,D-FUl
258730,,Domine si tu es jube ,D-FUl
258893,,Domine deus noster*,D-FUl
258902,,Domine si adhuc*,D-FUl
259445,,Domine mi rex da mihi ,D-FUl
259452,,Domine mi rex*,D-FUl
259622,,Domine deus virtutum beati,D-FUl
259642,,Domine qui operati sunt,D-FUl
259655,,Domine spes sanctorum et,D-FUl
259686,,Domine deus noster cujus,D-FUl
259704,,Domine si adhuc populo tuo,D-FUl
259705,,Domine si adhuc in eodem,D-FUl
259707,,Domine si adhuc populo tuo,D-FUl
259733,,Domine si adhuc populo tuo,D-FUl
259741,,Domine deus noster*,D-FUl
259757,,Domine deus noster*,D-FUl
259841,,Domine Jesu Christe*,D-FUl
259865,,Domine Jesu Christe seminator,D-FUl
259873,,Domine Jesu Christe pastor,D-FUl
260174,,Domine quinque talenta,D-FUl
260181,,Domine dominus noster quam,D-FUl
260189,,Domine iste sanctus habitabit,D-FUl
682677,,Domine deus virtutum converte nos,D-Gsta
682783,,Domine dominus noster quam admirabile,D-Gsta
682880,,Domine non secundum peccata nostra,D-Gsta
682881,,Domine ne memineris iniquitatum nostrarum,D-Gsta
682901,,Domine vivifica me secundum eloquium ,D-Gsta
682941,,Domine deus virtutum exaudi preces,D-Gsta
682944,,Domine refugium factus es nobis,D-Gsta
683083,,Domine deus salutis meae in,D-Gsta
683087,,Domine deus virtutum exaudi preces,D-Gsta
683091,,Domine libera animam meam a,D-Gsta
683095,,Domine deus salutis meae in ,D-Gsta
683096,,Domine deus meus in te,D-Gsta
683106,,Domine dominus noster quam admirabile,D-Gsta
683115,,Domine ne in furore tuo ,D-Gsta
683221,,Domine libera animam meam a ,D-Gsta
683222,,Domine in auxilium meum respice ,D-Gsta
683251,,Domine quis habitabit in tabernaculo,D-Gsta
683256,,Domine fac mecum misericordiam tuam ,D-Gsta
683519,,Domine in auxilium meum respice ,D-Gsta
683520,,Domine memorabor justitiae tuae solius,D-Gsta
683547,,Domine convertere et eripe animam ,D-Gsta
683575,,Domine deus meus clamavi ad,D-Gsta
683635,,Domine ne longe facias auxilium,D-Gsta
683918,,Domine exaudi orationem meam et,D-Gsta
683921,,Domine exaudi orationem meam et,D-Gsta
683928,,Domine exaudi orationem meam et ,D-Gsta
684061,,Domine audivi auditum tuum et,D-Gsta
684073,,Domine domine virtus salutis meae,D-Gsta
684174,,Domine probasti me et cognovisti ,D-Gsta
685302,,Domine deus salutis meae in,D-Gsta
685701,,Domine in tua misericordia speravi ,D-Gsta
685742,,Domine libera animam meam a,D-Gsta
685749,,Domine convertere et eripe animam,D-Gsta
685978,,Domine deus virtutum exaudi preces,D-Gsta
685993,,Domine refugium factus es nobis ,D-Gsta
686014,,Domine dominus noster quam admirabile,D-Gsta
686216,,Domine in auxilium meum respice,D-Gsta
686217,,Domine memorabor justitiae tuae solius,D-Gsta
686284,,Domine refugium factus es nobis,D-Gsta
686292,,Domine deus virtutum exaudi preces,D-Gsta
686294,,Domine libera animam meam a,D-Gsta
686299,,Domine deus salutis meae in,D-Gsta
686324,,Domine refugium factus es nobis,D-Gsta
686427,,Domine deus in simplicitate cordis ,D-Gsta
686471,,Domine probasti me et cognovisti*,D-Gsta
686719,,Domine praevenisti*,D-Gsta
686738,,Domine quinque talenta tradidisti*,D-Gsta
686740,,Domine praevenisti eum*,D-Gsta
686748,,Domine quinque talenta*,D-Gsta
686885,,Domine praevenisti*,D-Gsta
686897,,Domine in virtute tua laetabitur,D-Gsta
686929,,Domine probasti me et cognovisti,D-Gsta
686937,,Domine probasti me et cognovisti,D-Gsta
687040,,Domine praevenisti eum*,D-Gsta
687373,,Domine praevenisti eum*,D-Gsta
687905,,Domine quinque talenta*,D-Gsta
688056,,Domine praevenisti eum*,D-Gsta
688113,,Domine praevenisti eum*,D-Gsta
688134,,Domine quinque talenta*,D-Gsta
688591,,Domine praevenisti eum*,D-Gsta
688628,,Domine praevenisti*,D-Gsta
688639,,Domine praevenisti*,D-Gsta
688727,,Domine probasti me et cognovisti ,D-Gsta
688980,,Domine dominus noster quam admirabile,D-Gsta
688985,,Domine praevenisti eum in benedictionibus,D-Gsta
689772,,Domine quinque talenta tradidisti mihi ,D-Gsta
689980,,Domine refugium*,D-Gsta
689983,,Domine deus*,D-Gsta
690053,,Domine deus in simplicitate*,D-Gsta
690232,,Domine Jesu Christe rex gloriae,D-Gsta
690347,,Domine Dominus noster quam admirabile,D-Gsta
614809,,Domine deus virtutum converte*,D-KA
615011,,Domine deus virtutum converte nos,D-KA
615170,,Domine audivi auditum tuum et,D-KA
615180,,Domine audivi auditum tuum et,D-KA
615237,,Domine audivi auditum tuum et,D-KA
615309,,Domine libera animam meam a,D-KA
615596,,Domine si tu vis potes ,D-KA
615597,,Domine puer meus jacet paralyticus ,D-KA
615598,,Domine non sum dignus ut,D-KA
615602,,Domine salva nos perimus impera ,D-KA
615603,,Domine salva nos perimus impera ,D-KA
615606,,Domine ne in ira tua ,D-KA
615623,,Domine dilexi decorem domus tuae ,D-KA
615633,,Domine deus Israel exaudi preces ,D-KA
615645,,Domine ne in ira tua ,D-KA
615664,,Domine deus propitius esto populo ,D-KA
615667,,Domine deus virtutum convertere respice ,D-KA
615676,,Domine exaudi orationem meam et ,D-KA
616033,,Domine non aspicias peccata mea ,D-KA
616126,,Domine audivi auditum tuum et,D-KA
616282,,Domine refugium*,D-KA
616301,,Domine non habeo hominem ut,D-KA
616306,,Domine bonum est nos hic,D-KA
616337,,Domine labia mea aperies et,D-KA
616346,,Domine dimitte eam quia clamat ,D-KA
616427,,Domine ut video propheta es,D-KA
616493,,Domine si hic fuisses Lazarus ,D-KA
616519,,Domine labia mea aperies et,D-KA
616546,,Domine deus meus in te,D-KA
616643,,Domine vim patior responde pro,D-KA
616767,,Domine abstraxisti ab inferis animam,D-KA
617160,,Domine ostende nobis patrem et,D-KA
617167,,Domine ostende nobis patrem et,D-KA
617186,,Domine audivi*,D-KA
617305,,Domine si in tempore hoc,D-KA
617511,,Domine si tu es jube,D-KA
617898,,Domine mi rex da mihi,D-KA
618094,,Domine Jesu Christe ne despicias ,D-KA
618183,,Domine qui operati sunt justitiam,D-KA
618192,,Domine spes sanctorum et turris,D-KA
618194,,Domine deus virtutum beati omnes,D-KA
618239,,Domine si adhuc populo tuo ,D-KA
618240,,Domine si adhuc in eodem ,D-KA
618242,,Domine si adhuc populo tuo ,D-KA
618269,,Domine si adhuc populo tuo ,D-KA
618276,,Domine deus noster cujus gratia,D-KA
618309,,Domine Jesu Christe seminator casti,D-KA
618319,,Domine Jesu Christe pastor bone,D-KA
618408,,Domine Jesu Christe magister bone,D-KA
618662,,Domine libera animam meam a,D-KA
618689,,Domine dominus noster quam admirabile,D-KA
618692,,Domine quinque talenta tradidisti mihi ,D-KA
618699,,Domine iste sanctus habitabit in,D-KA
618755,,Domine quinque talenta tradidisti mihi,D-KA
618852,,Domine dilexi*,D-KA
619097,,Domine qui custodis pactum et,D-KA
619098,,Domine si conversus fuerit populus,D-KA
619131,,Domine pater et deus vitae,D-KA
619134,,Domine pater et deus vitae,D-KA
619233,,Domine deus qui conteris bella,D-KA
619236,,Domine deus exercituum magne et,D-KA
619244,,Domine rex omnipotens in ditione,D-KA
619249,,Domine deus caeli et terrae ,D-KA
619256,,Domine rex omnipotens in ditione,D-KA
619356,,Domine factum est ut imperasti ,D-KA
619431,,Domine descende ut sanes filium,D-KA
619529,,Domine quando veneris judicare terram,D-KA
619539,,Domine secundum actum meum noli,D-KA
619568,,Domine qui plasmasti me miserere,D-KA
619569,,Domine quicquid vitiorum fallente diabolo,D-KA
619628,,Domine tu mihi lavas pedes,D-KA
619630,,Domine non tantum pedes sed,D-KA
619664,,Domine in virtute tua laetabitur,D-KA
619722,,Domine in caelo misericordia tua,D-KA
619725,,Domine in caelo misericordia tua,D-KA
619766,,Domine deus meus in te,D-KA
619787,,Domine deus in adjutorium meum ,D-KA
619824,,Domine refugium tu factus es,D-KA
619827,,Domine refugium factus es nobis,D-KA
619833,,Domine probasti me et cognovisti,D-KA
619835,,Domine clamavi ad te et,D-KA
619874,,Domine exaudi R. Orationem meam,D-KA
619875,,Domine exaudi orationem meam,D-KA
330314,,Domine deus virtutum*,D-KNd
330450,,Domine deus virtutum converte nos,D-KNd
330605,,Domine audivi auditum tuum et,D-KNd
330706,,Domine libera animam meam a,D-KNd
330720,,Domine suscipe*,D-KNd
330729,,Domine virtus et laetitia rectorum,D-KNd
330755,,Domine suscipe me ut cum,D-KNd
330916,,Domine audivi auditum tuum et,D-KNd
330922,,Domine audivi auditum tuum et,D-KNd
331158,,Domine si tu vis potes,D-KNd
331160,,Domine puer meus jacet paralyticus,D-KNd
331161,,Domine non sum dignus ut,D-KNd
331164,,Domine salva nos perimus impera,D-KNd
331165,,Domine salva nos perimus impera,D-KNd
331211,,Domine ne in ira tua,D-KNd
331230,,Domine dilexi decorem domus tuae ,D-KNd
331274,,Domine in caelo Misericordia tua,D-KNd
331325,,Domine ne in ira tua,D-KNd
331368,,Domine deus in adjutorium meum,D-KNd
331382,,Domine refugium tu factus es,D-KNd
331412,,Domine audivi auditum tuum et ,D-KNd
331417,,Domine probasti me et cognovisti,D-KNd
331419,,Domine clamavi ad te et,D-KNd
331428,,Domine exaudi*,D-KNd
331431,,Domine exaudi orationem meam et,D-KNd
331753,,Domine deus virtutum*,D-KNd
331830,,Domine audivi auditum tuum et,D-KNd
331994,,Domine labia mea aperies et ,D-KNd
332000,,Domine dimitte eam quia clamat,D-KNd
332115,,Domine si hic fuisses Lazarus,D-KNd
332151,,Domine labia mea aperies et,D-KNd
332248,,Domine vim patior responde pro,D-KNd
332305,,Domine miserere,D-KNd
332309,,Domine miserere*,D-KNd
332313,,Domine miserere,D-KNd
332327,,Domine tu mihi lavas pedes,D-KNd
332382,,Domine miserere*,D-KNd
332386,,Domine miserere*,D-KNd
332390,,Domine miserere*,D-KNd
332407,,Domine abstraxisti ab inferis animam,D-KNd
332616,,Domine ostende nobis patrem et,D-KNd
332817,,Domine si in tempore hoc ,D-KNd
333061,,Domine si tu es jube,D-KNd
333496,,Domine mi rex da mihi,D-KNd
333694,,Domine Jesu Christe ne despicias,D-KNd
333738,,Domine qui operati sunt justitiam ,D-KNd
333745,,Domine spes sanctorum et turris,D-KNd
333764,,Domine deus virtutum beati omnes ,D-KNd
333780,,Domine deus noster cujus gratia,D-KNd
333789,,Domine si adhuc populo tuo ,D-KNd
333792,,Domine si adhuc populo tuo,D-KNd
333813,,Domine si adhuc populo tuo,D-KNd
333821,,Domine deus noster*,D-KNd
333847,,Domine Jesu Christe seminator casti,D-KNd
333854,,Domine Jesu Christe pastor bone,D-KNd
333986,,Domine qui custodis pactum et,D-KNd
333987,,Domine si conversus fuerit populus ,D-KNd
334018,,Domine pater et deus vitae,D-KNd
334022,,Domine pater et deus vitae,D-KNd
334122,,Domine deus exercituum magne et,D-KNd
334123,,Domine deus qui conteris bella,D-KNd
334130,,Domine rex omnipotens in ditione,D-KNd
334140,,Domine rex omnipotens in ditione,D-KNd
334219,,Domine factum est ut imperasti,D-KNd
334295,,Domine descende ut sanes filium ,D-KNd
334423,,Domine deus*,D-KNd
334560,,Domine quinque talenta tradidisti mihi,D-KNd
334567,,Domine dominus noster quam admirabile ,D-KNd
334575,,Domine iste sanctus habitabit in,D-KNd
334710,,Domine dilexi*,D-KNd
334730,,Domine dilexi*,D-KNd
334731,,Domine dilexi decorem domus tuae,D-KNd
334736,,Domine dilexi*,D-KNd
334762,,Domine Jesu Christe verus deus ,D-KNd
334803,,Domine ait Martha non est,D-KNd
334883,,Domine ne tradas bestiis animas,D-KNd
334909,,Domine exaudi orationem*,D-KNd
334919,,Domine quando veneris judicare terram,D-KNd
334936,,Domine secundum actum meum noli,D-KNd
334955,,Domine exaudi orationem meam*,D-KNd
335133,,Domine deus*,D-KNd
335236,,Domine*,D-KNd
335237,,Domine probasti me et cognovisti,D-KNd
335240,,Domine clamavi*,D-KNd
335241,,Domine clamavi ad te exaudi ,D-KNd
335266,,Domine audivi*,D-KNd
335267,,Domine audivi auditum tuum et ,D-KNd
601891,,Domine qui operati sunt justitiam,D-KNd
601902,,Domine spes sanctorum et turris,D-KNd
601904,,Domine deus virtutum beati omnes ,D-KNd
601934,,Domine in virtute tua*,D-KNd
601976,,Domine deus virtutum converte nos ,D-KNd
602141,,Domine deus virtutum converte nos,D-KNd
602226,,Domine audivi auditum tuum et ,D-KNd
602481,,Domine puer meus jacet paralyticus,D-KNd
602484,,Domine nonne bonum semen seminasti,D-KNd
602488,,Domine in virtute tua laetabitur,D-KNd
602492,,Domine ne in ira tua ,D-KNd
602511,,Domine dilexi decorem domus tuae,D-KNd
602517,,Domine deus Israel exaudi preces,D-KNd
602558,,Domine in caelo misericordia tua,D-KNd
602601,,Domine deus meus in te,D-KNd
602630,,Domine libera animam meam,D-KNd
602654,,Domine deus virtutum convertere respice,D-KNd
602662,,Domine refugium tu factus es,D-KNd
602670,,Domine probasti me et cognovisti,D-KNd
602672,,Domine clamavi ad te exaudi,D-KNd
602712,,Domine exaudi orationem meam et,D-KNd
602716,,Domine exaudi orationem meam,D-KNd
602804,,Domine puer meus jacet paralyticus,D-KNd
602805,,Domine non sum dignus ut ,D-KNd
602822,,Domine in virtute*,D-KNd
602848,,Domine deus propitius esto populo ,D-KNd
602877,,Domine non habeo hominem ut,D-KNd
602909,,Domine labia mea aperies et,D-KNd
603032,,Domine si hic fuisses Lazarus,D-KNd
603561,,Domine non aspicias peccata mea,D-KNd
603768,,Domine dominus noster quam admirabile,D-KNd
603779,,Domine iste sanctus habitabit in,D-KNd
603800,,Domine praevenisti eum in benedictionibus,D-KNd
603892,,Domine quinque talenta tradidisti mihi ,D-KNd
603948,,Domine iste sanctus*,D-KNd
669270,,Domine iste sanctus*,D-KNd
642004,,Domine deus vir*,D-LEu
642084,,Domine deus virtutum*,D-LEu
642282,,Domine audivi*,D-LEu
642316,,Domine audivi*,D-LEu
642320,,Domine audivi*,D-LEu
642665,,Domine audivi*,D-LEu
642717,,Domine audivi*,D-LEu
642719,,Domine audivi*,D-LEu
642891,,Domine si tu vis potes,D-LEu
642892,,Domine puer meus jacet paralyticus*,D-LEu
642893,,Domine non sum dignus ut ,D-LEu
642896,,Domine salva nos perimus* I,D-LEu
642899,,Domine ne in ira tua*,D-LEu
